StoreNo,Month,Revenue Type,Revenue Motion,Product Category,Motion,  Revenue  
81010132,Oct-17,Actuals,Recurring,Service Products,Low Pot,2465
81010132,Oct-17,Actuals,Recurring,Product Orange,Low Pot,5156
81010132,Nov-17,Actuals,Recurring,Service Licenses,Low Pot,18072
81010132,Nov-17,Actuals,Recurring,Service Products,Low Pot,86655
81010132,Nov-17,Actuals,Recurring,Product Green,Low Pot,415
81010132,Nov-17,Actuals,Recurring,Support Blue,Low Pot,90
81010132,Nov-17,Actuals,Recurring,Service Products,Low Pot,3004
81010132,Nov-17,Actuals,Recurring,Product Orange,Low Pot,4660
81010132,Dec-17,Actuals,Recurring,Service Licenses,Low Pot,29895
81010132,Dec-17,Actuals,Recurring,Service Products,Low Pot,71201
81010132,Dec-17,Actuals,Recurring,Product Green,Low Pot,394
81010132,Dec-17,Actuals,Recurring,Support Blue,Low Pot,96
81010132,Dec-17,Actuals,Recurring,Service Products,Low Pot,3545
81010132,Dec-17,Actuals,Recurring,Product Orange,Low Pot,5216
81010132,Jan-18,Actuals,Recurring,Service Licenses,Low Pot,33774
81010132,Jan-18,Actuals,Recurring,Service Products,Low Pot,64398
81010132,Jan-18,Actuals,Recurring,Product Green,Low Pot,548
81010132,Jan-18,Actuals,Recurring,Support Blue,Low Pot,96
81010132,Jan-18,Actuals,Recurring,Service Products,Low Pot,3504
81010132,Jan-18,Actuals,Recurring,Product Orange,Low Pot,5169
81010132,Feb-18,Actuals,Recurring,Service Licenses,Low Pot,30919
81010132,Feb-18,Actuals,Recurring,Service Products,Low Pot,79172
81010132,Feb-18,Actuals,Recurring,Product Green,Low Pot,592
81010132,Feb-18,Actuals,Recurring,Support Blue,Low Pot,112
81010132,Feb-18,Actuals,Recurring,Service Products,Low Pot,3622
81010132,Feb-18,Actuals,Recurring,Product Orange,Low Pot,14800
81010132,Mar-18,Actuals,Recurring,Service Licenses,Low Pot,31275
81010132,Mar-18,Actuals,Recurring,Service Products,Low Pot,85497
81010132,Mar-18,Actuals,Recurring,Product Green,Low Pot,704
81010132,Mar-18,Actuals,Recurring,Support Blue,Low Pot,124
81010132,Mar-18,Actuals,Recurring,Service Products,Low Pot,4757
81010132,Mar-18,Actuals,Recurring,Product Orange,Low Pot,6280
81010132,Apr-18,Actuals,Recurring,Service Licenses,Low Pot,26980
81010132,Apr-18,Actuals,Recurring,Service Products,Low Pot,80215
81010132,Apr-18,Actuals,Recurring,Product Green,Low Pot,180
81010132,Apr-18,Actuals,Recurring,Support Blue,Low Pot,125
81010132,Apr-18,Actuals,Recurring,Service Products,Low Pot,5208
81010132,Apr-18,Actuals,Recurring,Product Orange,Low Pot,5672
81010132,May-18,Actuals,Recurring,Service Licenses,Low Pot,26815
81010132,May-18,Actuals,Recurring,Service Products,Low Pot,80728
81010132,May-18,Actuals,Recurring,Product Green,Low Pot,118
81010132,May-18,Actuals,Recurring,Support Blue,Low Pot,121
81010132,May-18,Actuals,Recurring,Service Products,Low Pot,5556
81010132,May-18,Actuals,Recurring,Product Orange,Low Pot,5384
81010132,Jun-18,Actuals,Recurring,Service Licenses,Low Pot,26079
81010132,Jun-18,Actuals,Recurring,Service Products,Low Pot,82838
81010132,Jun-18,Actuals,Recurring,Product Green,Low Pot,115
81010132,Jun-18,Actuals,Recurring,Support Blue,Low Pot,118
81010132,Jun-18,Actuals,Recurring,Service Products,Low Pot,6056
81010132,Jun-18,Actuals,Recurring,Product Orange,Low Pot,5300
81010132,Jul-18,Actuals,Recurring,Service Licenses,Low Pot,27536
81010132,Jul-18,Actuals,Recurring,Service Products,Low Pot,86414
81010132,Jul-18,Actuals,Recurring,Product Green,Low Pot,117
81010132,Jul-18,Actuals,Recurring,Support Blue,Low Pot,123
81010132,Jul-18,Actuals,Recurring,Service Products,Low Pot,8089
81010132,Jul-18,Actuals,Recurring,Product Orange,Low Pot,5388
81010132,Aug-18,Actuals,Recurring,Service Licenses,Low Pot,27047
81010132,Aug-18,Actuals,Recurring,Service Products,Low Pot,97026
81010132,Aug-18,Actuals,Recurring,Product Green,Low Pot,119
81010132,Aug-18,Actuals,Recurring,Support Blue,Low Pot,124
81010132,Aug-18,Actuals,Recurring,Service Products,Low Pot,13006
81010132,Aug-18,Actuals,Recurring,Product Orange,Low Pot,5224
81010132,Sep-18,Actuals,Recurring,Service Licenses,Low Pot,26256
81010132,Sep-18,Actuals,Recurring,Service Products,Low Pot,89398
81010132,Sep-18,Actuals,Recurring,Product Green,Low Pot,107
81010132,Sep-18,Actuals,Recurring,Support Blue,Low Pot,133
81010132,Sep-18,Actuals,Recurring,Service Products,Low Pot,8366
81010132,Sep-18,Actuals,Recurring,Product Orange,Low Pot,5131
81010132,Oct-18,Actuals,Recurring,Service Licenses,Low Pot,27107
81010132,Oct-18,Actuals,Recurring,Service Products,Low Pot,87154
81010132,Oct-18,Actuals,Recurring,Product Green,Low Pot,114
81010132,Oct-18,Actuals,Recurring,Support Blue,Low Pot,120
81010132,Oct-18,Actuals,Recurring,Service Products,Low Pot,7199
81010132,Oct-18,Actuals,Recurring,Product Orange,Low Pot,5539
81010132,Nov-18,Actuals,Recurring,Service Licenses,Low Pot,26153
81010132,Nov-18,Actuals,Recurring,Service Products,Low Pot,87047
81010132,Nov-18,Actuals,Recurring,Product Green,Low Pot,107
81010132,Nov-18,Actuals,Recurring,Support Blue,Low Pot,120
81010132,Nov-18,Actuals,Recurring,Service Products,Low Pot,6923
81010132,Nov-18,Actuals,Recurring,Product Orange,Low Pot,5505
81010132,Dec-18,Actuals,Recurring,Service Licenses,Low Pot,27056
81010132,Dec-18,Actuals,Recurring,Service Products,Low Pot,89299
81010132,Dec-18,Actuals,Recurring,Product Green,Low Pot,110
81010132,Dec-18,Actuals,Recurring,Support Blue,Low Pot,135
81010132,Dec-18,Actuals,Recurring,Service Products,Low Pot,7199
81010132,Dec-18,Actuals,Recurring,Product Orange,Low Pot,5748
81010132,Jan-19,Actuals,Recurring,Service Licenses,Low Pot,29154
81010132,Jan-19,Actuals,Recurring,Service Products,Low Pot,93250
81010132,Jan-19,Actuals,Recurring,Product Green,Low Pot,121
81010132,Jan-19,Actuals,Recurring,Support Blue,Low Pot,128
81010132,Jan-19,Actuals,Recurring,Service Products,Low Pot,6780
81010132,Jan-19,Actuals,Recurring,Product Orange,Low Pot,6656
82424132,Jul-17,Actuals,Recurring,Service Licenses,Low Pot,93
82424132,Jul-17,Actuals,Recurring,Service Products,Low Pot,4694
82424132,Jul-17,Actuals,Recurring,Service Products,Low Pot,174
82424132,Jul-17,Actuals,Recurring,Product Orange,Low Pot,267
82424132,Aug-17,Actuals,Recurring,Service Licenses,Low Pot,93
82424132,Aug-17,Actuals,Recurring,Service Products,Low Pot,4460
82424132,Aug-17,Actuals,Recurring,Service Products,Low Pot,174
82424132,Aug-17,Actuals,Recurring,Product Orange,Low Pot,267
82424132,Sep-17,Actuals,Recurring,Service Licenses,Low Pot,95
82424132,Sep-17,Actuals,Recurring,Service Products,Low Pot,7645
82424132,Sep-17,Actuals,Recurring,Service Products,Low Pot,169
82424132,Sep-17,Actuals,Recurring,Product Orange,Low Pot,394
82424132,Oct-17,Actuals,Recurring,Service Licenses,Low Pot,96
82424132,Oct-17,Actuals,Recurring,Service Products,Low Pot,9205
82424132,Oct-17,Actuals,Recurring,Service Products,Low Pot,174
82424132,Oct-17,Actuals,Recurring,Product Orange,Low Pot,508
82424132,Nov-17,Actuals,Recurring,Service Licenses,Low Pot,98
82424132,Nov-17,Actuals,Recurring,Service Products,Low Pot,5357
82424132,Nov-17,Actuals,Recurring,Service Products,Low Pot,169
82424132,Nov-17,Actuals,Recurring,Product Orange,Low Pot,557
82424132,Dec-17,Actuals,Recurring,Service Licenses,Low Pot,116
82424132,Dec-17,Actuals,Recurring,Service Products,Low Pot,5023
82424132,Dec-17,Actuals,Recurring,Service Products,Low Pot,175
82424132,Dec-17,Actuals,Recurring,Product Orange,Low Pot,576
82424132,Jan-18,Actuals,Recurring,Service Licenses,Low Pot,116
82424132,Jan-18,Actuals,Recurring,Service Products,Low Pot,5301
82424132,Jan-18,Actuals,Recurring,Service Products,Low Pot,272
82424132,Jan-18,Actuals,Recurring,Product Orange,Low Pot,584
82424132,Feb-18,Actuals,Recurring,Service Licenses,Low Pot,106
82424132,Feb-18,Actuals,Recurring,Service Products,Low Pot,7148
82424132,Feb-18,Actuals,Recurring,Service Products,Low Pot,473
82424132,Feb-18,Actuals,Recurring,Product Orange,Low Pot,534
82424132,Mar-18,Actuals,Recurring,Service Licenses,Low Pot,190
82424132,Mar-18,Actuals,Recurring,Service Products,Low Pot,13147
82424132,Mar-18,Actuals,Recurring,Service Products,Low Pot,726
82424132,Mar-18,Actuals,Recurring,Product Orange,Low Pot,799
82424132,Apr-18,Registration Fee,Not Recurring,Support Yellow,Low Pot,4580
82424132,Apr-18,Actuals,Recurring,Service Licenses,Low Pot,223
82424132,Apr-18,Actuals,Recurring,Service Products,Low Pot,16276
82424132,Apr-18,Actuals,Recurring,Service Products,Low Pot,700
82424132,Apr-18,Actuals,Recurring,Product Orange,Low Pot,791
82424132,May-18,Actuals,Recurring,Service Licenses,Low Pot,682
82424132,May-18,Actuals,Recurring,Service Products,Low Pot,22563
82424132,May-18,Actuals,Recurring,Service Products,Low Pot,726
82424132,May-18,Actuals,Recurring,Product Orange,Low Pot,826
82424132,Jun-18,Actuals,Recurring,Service Licenses,Low Pot,1607
82424132,Jun-18,Actuals,Recurring,Service Products,Low Pot,26134
82424132,Jun-18,Actuals,Recurring,Service Products,Low Pot,4965
82424132,Jun-18,Actuals,Recurring,Product Orange,Low Pot,800
82424132,Jul-18,Actuals,Recurring,Service Licenses,Low Pot,1218
82424132,Jul-18,Actuals,Recurring,Service Products,Low Pot,28555
82424132,Jul-18,Actuals,Recurring,Service Products,Low Pot,5445
82424132,Jul-18,Actuals,Recurring,Product Orange,Low Pot,820
82424132,Aug-18,Actuals,Recurring,Service Licenses,Low Pot,1177
82424132,Aug-18,Actuals,Recurring,Service Products,Low Pot,37106
82424132,Aug-18,Actuals,Recurring,Service Products,Low Pot,2604
82424132,Aug-18,Actuals,Recurring,Product Orange,Low Pot,825
82424132,Sep-18,Actuals,Recurring,Service Licenses,Low Pot,1138
82424132,Sep-18,Actuals,Recurring,Service Products,Low Pot,42481
82424132,Sep-18,Actuals,Recurring,Service Products,Low Pot,2520
82424132,Sep-18,Actuals,Recurring,Product Orange,Low Pot,799
82424132,Oct-18,Actuals,Recurring,Service Licenses,Low Pot,1174
82424132,Oct-18,Actuals,Recurring,Service Products,Low Pot,47843
82424132,Oct-18,Actuals,Recurring,Service Products,Low Pot,1997
82424132,Oct-18,Actuals,Recurring,Product Orange,Low Pot,837
82424132,Nov-18,Actuals,Recurring,Service Licenses,Low Pot,1138
82424132,Nov-18,Actuals,Recurring,Service Products,Low Pot,45246
82424132,Nov-18,Actuals,Recurring,Service Products,Low Pot,1641
82424132,Nov-18,Actuals,Recurring,Product Orange,Low Pot,821
82424132,Dec-18,Actuals,Recurring,Service Licenses,Low Pot,1192
82424132,Dec-18,Actuals,Recurring,Service Products,Low Pot,46416
82424132,Dec-18,Actuals,Recurring,Service Products,Low Pot,1696
82424132,Dec-18,Actuals,Recurring,Product Orange,Low Pot,850
82424132,Jan-19,Actuals,Recurring,Service Licenses,Low Pot,1202
82424132,Jan-19,Actuals,Recurring,Service Products,Low Pot,45453
82424132,Jan-19,Actuals,Recurring,Service Products,Low Pot,1695
82424132,Jan-19,Actuals,Recurring,Product Orange,Low Pot,850
95555132,Nov-17,Actuals,Recurring,Product Orange,Low Pot,5
95555132,Dec-17,Actuals,Recurring,Product Orange,Low Pot,5
95555132,Jan-18,Actuals,Recurring,Service Products,Low Pot,130
95555132,Jan-18,Actuals,Recurring,Product Orange,Low Pot,5
95555132,Feb-18,Actuals,Recurring,Service Products,Low Pot,20
95555132,Feb-18,Actuals,Recurring,Product Orange,Low Pot,5
95555132,Mar-18,Actuals,Recurring,Service Products,Low Pot,21
95555132,Mar-18,Actuals,Recurring,Product Orange,Low Pot,5
95555132,Apr-18,Actuals,Recurring,Service Products,Low Pot,18
95555132,Apr-18,Actuals,Recurring,Product Orange,Low Pot,5
95555132,May-18,Actuals,Recurring,Service Products,Low Pot,32
95555132,May-18,Actuals,Recurring,Product Orange,Low Pot,8
96464132,Jul-17,Actuals,Recurring,Service Licenses,Low Pot,22
96464132,Jul-17,Actuals,Recurring,Service Products,Low Pot,4633
96464132,Jul-17,Actuals,Recurring,Service Products,Low Pot,883
96464132,Aug-17,Actuals,Recurring,Service Licenses,Low Pot,29
96464132,Aug-17,Actuals,Recurring,Service Products,Low Pot,4816
96464132,Aug-17,Actuals,Recurring,Service Products,Low Pot,871
96464132,Aug-17,Actuals,Recurring,Product Orange,Low Pot,4
96464132,Sep-17,Registration Fee,Not Recurring,Support Yellow,Low Pot,15760
96464132,Sep-17,Actuals,Recurring,Service Licenses,Low Pot,64
96464132,Sep-17,Actuals,Recurring,Service Products,Low Pot,5044
96464132,Sep-17,Actuals,Recurring,Service Products,Low Pot,847
96464132,Sep-17,Actuals,Recurring,Product Orange,Low Pot,29
96464132,Oct-17,Actuals,Recurring,Service Licenses,Low Pot,82
96464132,Oct-17,Actuals,Recurring,Service Products,Low Pot,5329
96464132,Oct-17,Actuals,Recurring,Service Products,Low Pot,883
96464132,Oct-17,Actuals,Recurring,Product Orange,Low Pot,29
96464132,Nov-17,Actuals,Recurring,Service Licenses,Low Pot,82
96464132,Nov-17,Actuals,Recurring,Service Products,Low Pot,7746
96464132,Nov-17,Actuals,Recurring,Support Blue,Low Pot,2
96464132,Nov-17,Actuals,Recurring,Service Products,Low Pot,847
96464132,Nov-17,Actuals,Recurring,Product Orange,Low Pot,81
96464132,Dec-17,Actuals,Recurring,Service Licenses,Low Pot,82
96464132,Dec-17,Actuals,Recurring,Service Products,Low Pot,9743
96464132,Dec-17,Actuals,Recurring,Support Blue,Low Pot,3
96464132,Dec-17,Actuals,Recurring,Service Products,Low Pot,883
96464132,Dec-17,Actuals,Recurring,Product Orange,Low Pot,88
96464132,Jan-18,Actuals,Recurring,Service Licenses,Low Pot,82
96464132,Jan-18,Actuals,Recurring,Service Products,Low Pot,11456
96464132,Jan-18,Actuals,Recurring,Support Blue,Low Pot,3
96464132,Jan-18,Actuals,Recurring,Service Products,Low Pot,883
96464132,Jan-18,Actuals,Recurring,Product Orange,Low Pot,100
96464132,Feb-18,Actuals,Recurring,Service Licenses,Low Pot,76
96464132,Feb-18,Actuals,Recurring,Service Products,Low Pot,10820
96464132,Feb-18,Actuals,Recurring,Support Blue,Low Pot,1
96464132,Feb-18,Actuals,Recurring,Service Products,Low Pot,799
96464132,Feb-18,Actuals,Recurring,Product Orange,Low Pot,350
96464132,Mar-18,Actuals,Recurring,Service Licenses,Low Pot,47
96464132,Mar-18,Actuals,Recurring,Service Products,Low Pot,13239
96464132,Mar-18,Actuals,Recurring,Support Blue,Low Pot,1
96464132,Mar-18,Actuals,Recurring,Service Products,Low Pot,883
96464132,Mar-18,Actuals,Recurring,Product Orange,Low Pot,574
96464132,Apr-18,Registration Fee,Not Recurring,Support Yellow,Low Pot,34133
96464132,Apr-18,Actuals,Recurring,Service Products,Low Pot,13825
96464132,Apr-18,Actuals,Recurring,Support Blue,Low Pot,2
96464132,Apr-18,Actuals,Recurring,Service Products,Low Pot,847
96464132,Apr-18,Actuals,Recurring,Product Orange,Low Pot,459
96464132,May-18,Actuals,Recurring,Service Licenses,Low Pot,13
96464132,May-18,Actuals,Recurring,Service Products,Low Pot,18474
96464132,May-18,Actuals,Recurring,Support Blue,Low Pot,1
96464132,May-18,Actuals,Recurring,Service Products,Low Pot,884
96464132,May-18,Actuals,Recurring,Product Orange,Low Pot,492
96464132,Jun-18,Actuals,Recurring,Service Licenses,Low Pot,93
96464132,Jun-18,Actuals,Recurring,Service Products,Low Pot,15651
96464132,Jun-18,Actuals,Recurring,Support Blue,Low Pot,2
96464132,Jun-18,Actuals,Recurring,Service Products,Low Pot,429
96464132,Jun-18,Actuals,Recurring,Product Orange,Low Pot,883
96464132,Jul-18,Actuals,Recurring,Service Products,Low Pot,11169
96464132,Jul-18,Actuals,Recurring,Support Blue,Low Pot,1
96464132,Jul-18,Actuals,Recurring,Product Orange,Low Pot,561
96464132,Aug-18,Actuals,Recurring,Service Products,Low Pot,12371
96464132,Aug-18,Actuals,Recurring,Product Orange,Low Pot,563
96464132,Sep-18,Actuals,Recurring,Service Products,Low Pot,11880
96464132,Sep-18,Actuals,Recurring,Support Blue,Low Pot,1
96464132,Sep-18,Actuals,Recurring,Product Orange,Low Pot,545
96464132,Oct-18,Registration Fee,Not Recurring,Support Yellow,Low Pot,15576
96464132,Oct-18,Actuals,Recurring,Service Products,Low Pot,4677
96464132,Oct-18,Actuals,Recurring,Support Blue,Low Pot,1
96464132,Oct-18,Actuals,Recurring,Product Orange,Low Pot,562
96464132,Nov-18,Actuals,Recurring,Service Products,Low Pot,3521
96464132,Nov-18,Actuals,Recurring,Support Blue,Low Pot,1
96464132,Nov-18,Actuals,Recurring,Product Orange,Low Pot,384
96464132,Dec-18,Actuals,Recurring,Service Products,Low Pot,4531
96464132,Dec-18,Actuals,Recurring,Support Blue,Low Pot,1
96464132,Jan-19,Registration Fee,Not Recurring,Support Yellow,Low Pot,2841
96464132,Jan-19,Actuals,Recurring,Service Products,Low Pot,5288
96464132,Jan-19,Actuals,Recurring,Support Blue,Low Pot,1
96464132,Jan-19,Actuals,Recurring,Service Products,Low Pot,33
65151132,Aug-17,Partner Fee,Not Recurring,Support Yellow,Low Pot,8825
65151132,Sep-17,Partner Fee,Not Recurring,Support Yellow,Low Pot,8820
65151132,Oct-17,Partner Fee,Not Recurring,Support Yellow,Low Pot,8553
65151132,Nov-17,Partner Fee,Not Recurring,Support Yellow,Low Pot,9486
65151132,Dec-17,Partner Fee,Not Recurring,Support Yellow,Low Pot,8446
65151132,Jan-18,Partner Fee,Not Recurring,Support Yellow,Low Pot,8574
65151132,Feb-18,Partner Fee,Not Recurring,Support Yellow,Low Pot,9048
65151132,Mar-18,Partner Fee,Not Recurring,Support Yellow,Low Pot,6262
65151132,Apr-18,Partner Fee,Not Recurring,Support Yellow,Low Pot,4496
65151132,May-18,Partner Fee,Not Recurring,Support Yellow,Low Pot,4466
65151132,Jun-18,Partner Fee,Not Recurring,Support Yellow,Low Pot,9405
65151132,Aug-18,Partner Fee,Not Recurring,Support Yellow,Low Pot,6424
65151132,Sep-18,Partner Fee,Not Recurring,Support Yellow,Low Pot,5823
65151132,Oct-18,Partner Fee,Not Recurring,Support Yellow,Low Pot,6332
65151132,Nov-18,Partner Fee,Not Recurring,Support Yellow,Low Pot,5780
65151132,Dec-18,Partner Fee,Not Recurring,Support Yellow,Low Pot,5569
65151132,Jan-19,Partner Fee,Not Recurring,Support Yellow,Low Pot,5731
32828132,Jul-17,Actuals,Recurring,Service Products,Low Pot,2832
32828132,Jul-17,Actuals,Recurring,Product Orange,Low Pot,191
32828132,Aug-17,Actuals,Recurring,Service Products,Low Pot,2642
32828132,Aug-17,Actuals,Recurring,Product Orange,Low Pot,209
32828132,Sep-17,Actuals,Recurring,Service Products,Low Pot,2740
32828132,Sep-17,Actuals,Recurring,Product Orange,Low Pot,212
32828132,Oct-17,Actuals,Recurring,Service Products,Low Pot,3285
32828132,Oct-17,Actuals,Recurring,Product Orange,Low Pot,219
32828132,Nov-17,Actuals,Recurring,Service Products,Low Pot,3403
32828132,Nov-17,Actuals,Recurring,Product Orange,Low Pot,214
32828132,Dec-17,Actuals,Recurring,Service Products,Low Pot,3489
32828132,Dec-17,Actuals,Recurring,Product Orange,Low Pot,250
32828132,Jan-18,Actuals,Recurring,Service Products,Low Pot,3538
32828132,Jan-18,Actuals,Recurring,Product Orange,Low Pot,250
32828132,Feb-18,Actuals,Recurring,Service Products,Low Pot,3507
32828132,Feb-18,Actuals,Recurring,Product Orange,Low Pot,243
32828132,Mar-18,Actuals,Recurring,Service Products,Low Pot,4090
32828132,Mar-18,Actuals,Recurring,Product Orange,Low Pot,266
32828132,Apr-18,Actuals,Recurring,Service Products,Low Pot,4302
32828132,Apr-18,Actuals,Recurring,Product Orange,Low Pot,262
32828132,May-18,Actuals,Recurring,Service Products,Low Pot,4656
32828132,May-18,Actuals,Recurring,Product Orange,Low Pot,324
32828132,Jun-18,Actuals,Recurring,Service Products,Low Pot,4563
32828132,Jun-18,Actuals,Recurring,Product Orange,Low Pot,462
32828132,Jul-18,Actuals,Recurring,Service Products,Low Pot,4735
32828132,Jul-18,Actuals,Recurring,Product Orange,Low Pot,499
32828132,Aug-18,Actuals,Recurring,Service Products,Low Pot,4757
32828132,Aug-18,Actuals,Recurring,Product Orange,Low Pot,641
32828132,Sep-18,Actuals,Recurring,Service Products,Low Pot,4888
32828132,Sep-18,Actuals,Recurring,Product Orange,Low Pot,624
32828132,Oct-18,Actuals,Recurring,Service Products,Low Pot,5164
32828132,Oct-18,Actuals,Recurring,Product Orange,Low Pot,645
32828132,Nov-18,Actuals,Recurring,Service Products,Low Pot,5077
32828132,Nov-18,Actuals,Recurring,Product Orange,Low Pot,587
32828132,Dec-18,Actuals,Recurring,Service Products,Low Pot,5481
32828132,Dec-18,Actuals,Recurring,Product Orange,Low Pot,598
32828132,Jan-19,Actuals,Recurring,Service Products,Low Pot,5602
32828132,Jan-19,Actuals,Recurring,Product Orange,Low Pot,710
54343132,Sep-17,Actuals,Recurring,Service Products,Low Pot,234
54343132,Oct-17,Actuals,Recurring,Service Products,Low Pot,353
54343132,Nov-17,Actuals,Recurring,Service Products,Low Pot,486
54343132,Dec-17,Actuals,Recurring,Service Products,Low Pot,562
54343132,Jan-18,Actuals,Recurring,Service Products,Low Pot,567
54343132,Feb-18,Actuals,Recurring,Service Products,Low Pot,516
54343132,Mar-18,Actuals,Recurring,Service Products,Low Pot,561
54343132,Apr-18,Actuals,Recurring,Service Products,Low Pot,548
54343132,May-18,Actuals,Recurring,Service Products,Low Pot,568
54343132,Jun-18,Actuals,Recurring,Service Products,Low Pot,551
54343132,Jul-18,Actuals,Recurring,Service Products,Low Pot,585
54343132,Aug-18,Actuals,Recurring,Service Products,Low Pot,640
54343132,Sep-18,Actuals,Recurring,Service Products,Low Pot,815
54343132,Oct-18,Actuals,Recurring,Service Products,Low Pot,2319
54343132,Nov-18,Actuals,Recurring,Service Products,Low Pot,2309
54343132,Dec-18,Actuals,Recurring,Service Products,Low Pot,2393
54343132,Jan-19,Actuals,Recurring,Service Products,Low Pot,2377
74848132,Jul-17,Actuals,Recurring,Service Licenses,High Potential,11853
74848132,Jul-17,Actuals,Recurring,Service Products,High Potential,49086
74848132,Jul-17,Actuals,Recurring,Product Green,High Potential,936
74848132,Jul-17,Actuals,Recurring,Support Blue,High Potential,5
74848132,Jul-17,Actuals,Recurring,Service Licenses,High Potential,335
74848132,Jul-17,Actuals,Recurring,Service Products,High Potential,2099
74848132,Jul-17,Actuals,Recurring,Product Orange,High Potential,11007
74848132,Aug-17,Actuals,Recurring,Service Licenses,High Potential,13699
74848132,Aug-17,Actuals,Recurring,Service Products,High Potential,48119
74848132,Aug-17,Actuals,Recurring,Product Green,High Potential,902
74848132,Aug-17,Actuals,Recurring,Support Blue,High Potential,6
74848132,Aug-17,Actuals,Recurring,Service Licenses,High Potential,335
74848132,Aug-17,Actuals,Recurring,Service Products,High Potential,2426
74848132,Aug-17,Actuals,Recurring,Product Orange,High Potential,9975
74848132,Sep-17,Actuals,Recurring,Service Licenses,High Potential,12912
74848132,Sep-17,Actuals,Recurring,Service Products,High Potential,50287
74848132,Sep-17,Actuals,Recurring,Product Green,High Potential,983
74848132,Sep-17,Actuals,Recurring,Support Blue,High Potential,6
74848132,Sep-17,Actuals,Recurring,Service Licenses,High Potential,325
74848132,Sep-17,Actuals,Recurring,Service Products,High Potential,1139
74848132,Sep-17,Actuals,Recurring,Product Orange,High Potential,10122
74848132,Oct-17,Actuals,Recurring,Service Licenses,High Potential,18757
74848132,Oct-17,Actuals,Recurring,Service Products,High Potential,56088
74848132,Oct-17,Actuals,Recurring,Product Green,High Potential,1042
74848132,Oct-17,Actuals,Recurring,Support Blue,High Potential,6
74848132,Oct-17,Actuals,Recurring,Service Licenses,High Potential,335
74848132,Oct-17,Actuals,Recurring,Service Products,High Potential,1310
74848132,Oct-17,Actuals,Recurring,Product Orange,High Potential,12972
74848132,Nov-17,Actuals,Recurring,Service Licenses,High Potential,22111
74848132,Nov-17,Actuals,Recurring,Service Products,High Potential,67113
74848132,Nov-17,Actuals,Recurring,Product Green,High Potential,977
74848132,Nov-17,Actuals,Recurring,Support Blue,High Potential,6
74848132,Nov-17,Actuals,Recurring,Service Licenses,High Potential,225
74848132,Nov-17,Actuals,Recurring,Service Products,High Potential,3234
74848132,Nov-17,Actuals,Recurring,Product Orange,High Potential,15086
74848132,Dec-17,Actuals,Recurring,Service Licenses,High Potential,30134
74848132,Dec-17,Actuals,Recurring,Service Products,High Potential,68760
74848132,Dec-17,Actuals,Recurring,Product Green,High Potential,1215
74848132,Dec-17,Actuals,Recurring,Support Blue,High Potential,3
74848132,Dec-17,Actuals,Recurring,Service Licenses,High Potential,10
74848132,Dec-17,Actuals,Recurring,Service Products,High Potential,5382
74848132,Dec-17,Actuals,Recurring,Product Orange,High Potential,14933
74848132,Jan-18,Actuals,Recurring,Service Licenses,High Potential,36346
74848132,Jan-18,Actuals,Recurring,Service Products,High Potential,69204
74848132,Jan-18,Actuals,Recurring,Product Green,High Potential,1727
74848132,Jan-18,Actuals,Recurring,Support Blue,High Potential,5
74848132,Jan-18,Actuals,Recurring,Service Licenses,High Potential,12
74848132,Jan-18,Actuals,Recurring,Service Products,High Potential,4606
74848132,Jan-18,Actuals,Recurring,Product Orange,High Potential,21137
74848132,Feb-18,Actuals,Recurring,Service Licenses,High Potential,28736
74848132,Feb-18,Actuals,Recurring,Service Products,High Potential,69454
74848132,Feb-18,Actuals,Recurring,Product Green,High Potential,1701
74848132,Feb-18,Actuals,Recurring,Support Blue,High Potential,5
74848132,Feb-18,Actuals,Recurring,Service Licenses,High Potential,18
74848132,Feb-18,Actuals,Recurring,Service Products,High Potential,3271
74848132,Feb-18,Actuals,Recurring,Product Orange,High Potential,19771
74848132,Mar-18,Actuals,Recurring,Service Licenses,High Potential,32399
74848132,Mar-18,Actuals,Recurring,Service Products,High Potential,80570
74848132,Mar-18,Actuals,Recurring,Product Green,High Potential,2112
74848132,Mar-18,Actuals,Recurring,Support Blue,High Potential,6
74848132,Mar-18,Actuals,Recurring,Service Licenses,High Potential,18
74848132,Mar-18,Actuals,Recurring,Service Products,High Potential,5774
74848132,Mar-18,Actuals,Recurring,Product Orange,High Potential,21658
74848132,Apr-18,Actuals,Recurring,Service Licenses,High Potential,34404
74848132,Apr-18,Actuals,Recurring,Service Products,High Potential,85023
74848132,Apr-18,Actuals,Recurring,Product Green,High Potential,1913
74848132,Apr-18,Actuals,Recurring,Support Blue,High Potential,6
74848132,Apr-18,Actuals,Recurring,Service Licenses,High Potential,553
74848132,Apr-18,Actuals,Recurring,Service Products,High Potential,7588
74848132,Apr-18,Actuals,Recurring,Product Orange,High Potential,22399
74848132,May-18,Actuals,Recurring,Service Licenses,High Potential,39247
74848132,May-18,Actuals,Recurring,Service Products,High Potential,96874
74848132,May-18,Actuals,Recurring,Product Green,High Potential,2505
74848132,May-18,Actuals,Recurring,Support Blue,High Potential,7
74848132,May-18,Actuals,Recurring,Service Licenses,High Potential,1282
74848132,May-18,Actuals,Recurring,Service Products,High Potential,10081
74848132,May-18,Actuals,Recurring,Product Orange,High Potential,25804
74848132,Jun-18,Actuals,Recurring,Service Licenses,High Potential,39127
