StoreNo,Month,Revenue Type,Revenue Motion,Product Category,Motion,  Revenue  
44646101,Jul-17,Actuals,Recurring,Service Products,Low Pot,2437
44646101,Jul-17,Actuals,Recurring,Support Blue,Low Pot,11
44646101,Aug-17,Actuals,Recurring,Service Products,Low Pot,2871
44646101,Aug-17,Actuals,Recurring,Support Blue,Low Pot,4
44646101,Sep-17,Actuals,Recurring,Service Products,Low Pot,2660
44646101,Oct-17,Actuals,Recurring,Service Products,Low Pot,2967
44646101,Nov-17,Actuals,Recurring,Service Products,Low Pot,3430
44646101,Dec-17,Actuals,Recurring,Service Products,Low Pot,3520
44646101,Jan-18,Actuals,Recurring,Service Products,Low Pot,3388
44646101,Feb-18,Actuals,Recurring,Service Products,Low Pot,2673
44646101,Mar-18,Actuals,Recurring,Service Products,Low Pot,2849
44646101,Apr-18,Actuals,Recurring,Service Products,Low Pot,2791
44646101,May-18,Actuals,Recurring,Service Products,Low Pot,2857
44646101,Jun-18,Actuals,Recurring,Service Products,Low Pot,2776
44646101,Jul-18,Actuals,Recurring,Service Products,Low Pot,2633
44646101,Aug-18,Actuals,Recurring,Service Products,Low Pot,2758
44646101,Sep-18,Actuals,Recurring,Service Products,Low Pot,2767
44646101,Oct-18,Actuals,Recurring,Service Products,Low Pot,2809
44646101,Nov-18,Actuals,Recurring,Service Products,Low Pot,2730
44646101,Dec-18,Actuals,Recurring,Service Products,Low Pot,2836
44646101,Jan-19,Actuals,Recurring,Service Products,Low Pot,2825
55252101,Jul-17,Actuals,Recurring,Service Licenses,High Potential,7864
55252101,Jul-17,Actuals,Recurring,Service Products,High Potential,98218
55252101,Jul-17,Actuals,Recurring,Product Green,High Potential,1613
55252101,Jul-17,Actuals,Recurring,Support Blue,High Potential,72
55252101,Jul-17,Actuals,Recurring,Service Licenses,High Potential,195
55252101,Jul-17,Actuals,Recurring,Service Products,High Potential,5313
55252101,Jul-17,Actuals,Recurring,Product Orange,High Potential,24608
55252101,Aug-17,Partner Fee,Not Recurring,Support Yellow,High Potential,1941
55252101,Aug-17,Actuals,Recurring,Service Licenses,High Potential,8063
55252101,Aug-17,Actuals,Recurring,Service Products,High Potential,94469
55252101,Aug-17,Actuals,Recurring,Product Green,High Potential,1503
55252101,Aug-17,Actuals,Recurring,Support Blue,High Potential,88
55252101,Aug-17,Actuals,Recurring,Service Licenses,High Potential,1031
55252101,Aug-17,Actuals,Recurring,Service Products,High Potential,4995
55252101,Aug-17,Actuals,Recurring,Product Orange,High Potential,33442
55252101,Sep-17,Registration Fee,Not Recurring,Support Yellow,High Potential,35402
55252101,Sep-17,Partner Fee,Not Recurring,Support Yellow,High Potential,1946
55252101,Sep-17,Actuals,Recurring,Service Licenses,High Potential,8113
55252101,Sep-17,Actuals,Recurring,Service Products,High Potential,90217
55252101,Sep-17,Actuals,Recurring,Product Green,High Potential,1501
55252101,Sep-17,Actuals,Recurring,Support Blue,High Potential,85
55252101,Sep-17,Actuals,Recurring,Service Licenses,High Potential,1820
55252101,Sep-17,Actuals,Recurring,Service Products,High Potential,4724
55252101,Sep-17,Actuals,Recurring,Product Orange,High Potential,45047
55252101,Oct-17,Partner Fee,Not Recurring,Support Yellow,High Potential,1891
55252101,Oct-17,Actuals,Recurring,Service Licenses,High Potential,8969
55252101,Oct-17,Actuals,Recurring,Service Products,High Potential,113937
55252101,Oct-17,Actuals,Recurring,Product Green,High Potential,1510
55252101,Oct-17,Actuals,Recurring,Support Blue,High Potential,87
55252101,Oct-17,Actuals,Recurring,Service Licenses,High Potential,3166
55252101,Oct-17,Actuals,Recurring,Service Products,High Potential,5769
55252101,Oct-17,Actuals,Recurring,Product Orange,High Potential,50721
55252101,Nov-17,Partner Fee,Not Recurring,Support Yellow,High Potential,2048
55252101,Nov-17,Actuals,Recurring,Service Licenses,High Potential,8806
55252101,Nov-17,Actuals,Recurring,Service Products,High Potential,122066
55252101,Nov-17,Actuals,Recurring,Product Green,High Potential,1369
55252101,Nov-17,Actuals,Recurring,Support Blue,High Potential,87
55252101,Nov-17,Actuals,Recurring,Service Licenses,High Potential,4128
55252101,Nov-17,Actuals,Recurring,Service Products,High Potential,5821
55252101,Nov-17,Actuals,Recurring,Product Orange,High Potential,53050
55252101,Dec-17,Partner Fee,Not Recurring,Support Yellow,High Potential,1901
55252101,Dec-17,Actuals,Recurring,Service Licenses,High Potential,8945
55252101,Dec-17,Actuals,Recurring,Service Products,High Potential,125571
55252101,Dec-17,Actuals,Recurring,Product Green,High Potential,1409
55252101,Dec-17,Actuals,Recurring,Support Blue,High Potential,41
55252101,Dec-17,Actuals,Recurring,Service Licenses,High Potential,7879
55252101,Dec-17,Actuals,Recurring,Service Products,High Potential,5995
55252101,Dec-17,Actuals,Recurring,Product Orange,High Potential,70207
55252101,Jan-18,Registration Fee,Not Recurring,Support Yellow,High Potential,204259
55252101,Jan-18,Partner Fee,Not Recurring,Support Yellow,High Potential,1963
55252101,Jan-18,Actuals,Recurring,Service Licenses,High Potential,10494
55252101,Jan-18,Actuals,Recurring,Service Products,High Potential,158732
55252101,Jan-18,Actuals,Recurring,Product Green,High Potential,1500
55252101,Jan-18,Actuals,Recurring,Support Blue,High Potential,71
55252101,Jan-18,Actuals,Recurring,Service Licenses,High Potential,13697
55252101,Jan-18,Actuals,Recurring,Service Products,High Potential,6616
55252101,Jan-18,Actuals,Recurring,Product Orange,High Potential,85902
55252101,Feb-18,Partner Fee,Not Recurring,Support Yellow,High Potential,1961
55252101,Feb-18,Actuals,Recurring,Service Licenses,High Potential,10901
55252101,Feb-18,Actuals,Recurring,Service Products,High Potential,180844
55252101,Feb-18,Actuals,Recurring,Product Green,High Potential,1665
55252101,Feb-18,Actuals,Recurring,Support Blue,High Potential,83
55252101,Feb-18,Actuals,Recurring,Service Licenses,High Potential,20076
55252101,Feb-18,Actuals,Recurring,Service Products,High Potential,5976
55252101,Feb-18,Actuals,Recurring,Product Orange,High Potential,120234
55252101,Mar-18,Registration Fee,Not Recurring,Support Yellow,High Potential,13080
55252101,Mar-18,Partner Fee,Not Recurring,Support Yellow,High Potential,1780
55252101,Mar-18,Actuals,Recurring,Service Licenses,High Potential,12772
55252101,Mar-18,Actuals,Recurring,Service Products,High Potential,241631
55252101,Mar-18,Actuals,Recurring,Product Green,High Potential,2010
55252101,Mar-18,Actuals,Recurring,Support Blue,High Potential,92
55252101,Mar-18,Actuals,Recurring,Service Licenses,High Potential,41523
55252101,Mar-18,Actuals,Recurring,Service Products,High Potential,6620
55252101,Mar-18,Actuals,Recurring,Product Orange,High Potential,214963
55252101,Apr-18,Partner Fee,Not Recurring,Support Yellow,High Potential,1963
55252101,Apr-18,Actuals,Recurring,Service Licenses,High Potential,13568
55252101,Apr-18,Actuals,Recurring,Service Products,High Potential,235406
55252101,Apr-18,Actuals,Recurring,Product Green,High Potential,2007
55252101,Apr-18,Actuals,Recurring,Support Blue,High Potential,88
55252101,Apr-18,Actuals,Recurring,Service Licenses,High Potential,41547
55252101,Apr-18,Actuals,Recurring,Service Products,High Potential,6671
55252101,Apr-18,Actuals,Recurring,Product Orange,High Potential,204339
55252101,May-18,Partner Fee,Not Recurring,Support Yellow,High Potential,1307
55252101,May-18,Actuals,Recurring,Service Licenses,High Potential,13554
55252101,May-18,Actuals,Recurring,Service Products,High Potential,239451
55252101,May-18,Actuals,Recurring,Product Green,High Potential,2073
55252101,May-18,Actuals,Recurring,Support Blue,High Potential,92
55252101,May-18,Actuals,Recurring,Service Licenses,High Potential,43796
55252101,May-18,Actuals,Recurring,Service Products,High Potential,7114
55252101,May-18,Actuals,Recurring,Product Orange,High Potential,175365
55252101,Jun-18,Registration Fee,Not Recurring,Support Yellow,High Potential,3005
55252101,Jun-18,Partner Fee,Not Recurring,Support Yellow,High Potential,800
55252101,Jun-18,Actuals,Recurring,Service Licenses,High Potential,14899
55252101,Jun-18,Actuals,Recurring,Service Products,High Potential,255105
55252101,Jun-18,Actuals,Recurring,Product Green,High Potential,2300
55252101,Jun-18,Actuals,Recurring,Support Blue,High Potential,92
55252101,Jun-18,Actuals,Recurring,Service Licenses,High Potential,48622
55252101,Jun-18,Actuals,Recurring,Service Products,High Potential,7022
55252101,Jun-18,Actuals,Recurring,Product Orange,High Potential,201966
55252101,Jul-18,Actuals,Recurring,Service Licenses,High Potential,16283
55252101,Jul-18,Actuals,Recurring,Service Products,High Potential,237698
55252101,Jul-18,Actuals,Recurring,Product Green,High Potential,2466
55252101,Jul-18,Actuals,Recurring,Support Blue,High Potential,96
55252101,Jul-18,Actuals,Recurring,Service Licenses,High Potential,71336
55252101,Jul-18,Actuals,Recurring,Service Products,High Potential,10793
55252101,Jul-18,Actuals,Recurring,Product Orange,High Potential,269611
55252101,Aug-18,Partner Fee,Not Recurring,Support Yellow,High Potential,9787
55252101,Aug-18,Actuals,Recurring,Service Licenses,High Potential,18164
55252101,Aug-18,Actuals,Recurring,Service Products,High Potential,222475
55252101,Aug-18,Actuals,Recurring,Product Green,High Potential,2591
55252101,Aug-18,Actuals,Recurring,Support Blue,High Potential,97
55252101,Aug-18,Actuals,Recurring,Service Licenses,High Potential,62543
55252101,Aug-18,Actuals,Recurring,Service Products,High Potential,12746
55252101,Aug-18,Actuals,Recurring,Product Orange,High Potential,320153
55252101,Sep-18,Partner Fee,Not Recurring,Support Yellow,High Potential,10992
55252101,Sep-18,Actuals,Recurring,Service Licenses,High Potential,18214
55252101,Sep-18,Actuals,Recurring,Service Products,High Potential,238909
55252101,Sep-18,Actuals,Recurring,Product Green,High Potential,3189
55252101,Sep-18,Actuals,Recurring,Support Blue,High Potential,95
55252101,Sep-18,Actuals,Recurring,Service Licenses,High Potential,90088
55252101,Sep-18,Actuals,Recurring,Service Products,High Potential,23308
55252101,Sep-18,Actuals,Recurring,Product Orange,High Potential,406683
55252101,Oct-18,Registration Fee,Not Recurring,Support Yellow,High Potential,2785
55252101,Oct-18,Partner Fee,Not Recurring,Support Yellow,High Potential,9392
55252101,Oct-18,Actuals,Recurring,Service Licenses,High Potential,19949
55252101,Oct-18,Actuals,Recurring,Service Products,High Potential,305450
55252101,Oct-18,Actuals,Recurring,Product Green,High Potential,3661
55252101,Oct-18,Actuals,Recurring,Support Blue,High Potential,99
55252101,Oct-18,Actuals,Recurring,Service Licenses,High Potential,161177
55252101,Oct-18,Actuals,Recurring,Service Products,High Potential,33654
55252101,Oct-18,Actuals,Recurring,Product Orange,High Potential,668527
55252101,Nov-18,Partner Fee,Not Recurring,Support Yellow,High Potential,9296
55252101,Nov-18,Actuals,Recurring,Service Licenses,High Potential,21321
55252101,Nov-18,Actuals,Recurring,Service Products,High Potential,408623
55252101,Nov-18,Actuals,Recurring,Product Green,High Potential,3732
55252101,Nov-18,Actuals,Recurring,Support Blue,High Potential,93
55252101,Nov-18,Actuals,Recurring,Service Licenses,High Potential,173634
55252101,Nov-18,Actuals,Recurring,Service Products,High Potential,46111
55252101,Nov-18,Actuals,Recurring,Product Orange,High Potential,724808
55252101,Dec-18,Registration Fee,Not Recurring,Support Yellow,High Potential,14447
55252101,Dec-18,Partner Fee,Not Recurring,Support Yellow,High Potential,7910
55252101,Dec-18,Actuals,Recurring,Service Licenses,High Potential,27374
55252101,Dec-18,Actuals,Recurring,Service Products,High Potential,584663
55252101,Dec-18,Actuals,Recurring,Product Green,High Potential,4336
55252101,Dec-18,Actuals,Recurring,Support Blue,High Potential,96
55252101,Dec-18,Actuals,Recurring,Service Licenses,High Potential,213103
55252101,Dec-18,Actuals,Recurring,Service Products,High Potential,65605
55252101,Dec-18,Actuals,Recurring,Product Orange,High Potential,887544
55252101,Jan-19,Registration Fee,Not Recurring,Support Yellow,High Potential,9752
55252101,Jan-19,Partner Fee,Not Recurring,Support Yellow,High Potential,3738
55252101,Jan-19,Actuals,Recurring,Service Licenses,High Potential,45004
55252101,Jan-19,Actuals,Recurring,Service Products,High Potential,846138
55252101,Jan-19,Actuals,Recurring,Product Green,High Potential,6695
55252101,Jan-19,Actuals,Recurring,Support Blue,High Potential,207
55252101,Jan-19,Actuals,Recurring,Service Licenses,High Potential,253398
55252101,Jan-19,Actuals,Recurring,Service Products,High Potential,121949
55252101,Jan-19,Actuals,Recurring,Product Orange,High Potential,1183037
61010101,Mar-18,Actuals,Recurring,Service Products,Low Pot,20
61010101,Apr-18,Actuals,Recurring,Service Products,Low Pot,287
61010101,Apr-18,Actuals,Recurring,Service Products,Low Pot,3
61010101,Apr-18,Actuals,Recurring,Product Orange,Low Pot,72
61010101,May-18,Actuals,Recurring,Service Products,Low Pot,50
61010101,May-18,Actuals,Recurring,Product Orange,Low Pot,10
61010101,Jul-18,Actuals,Recurring,Service Products,Low Pot,4
61010101,Jul-18,Actuals,Recurring,Product Orange,Low Pot,281
61010101,Aug-18,Actuals,Recurring,Service Licenses,Low Pot,43
61010101,Aug-18,Actuals,Recurring,Product Green,Low Pot,157
61010101,Aug-18,Actuals,Recurring,Product Orange,Low Pot,735
61010101,Sep-18,Actuals,Recurring,Service Licenses,Low Pot,177
61010101,Sep-18,Actuals,Recurring,Service Products,Low Pot,173
61010101,Sep-18,Actuals,Recurring,Product Green,Low Pot,203
61010101,Sep-18,Actuals,Recurring,Service Products,Low Pot,1
61010101,Sep-18,Actuals,Recurring,Product Orange,Low Pot,1671
61010101,Oct-18,Actuals,Recurring,Service Licenses,Low Pot,480
61010101,Oct-18,Actuals,Recurring,Service Products,Low Pot,892
61010101,Oct-18,Actuals,Recurring,Product Green,Low Pot,203
61010101,Oct-18,Actuals,Recurring,Service Products,Low Pot,8
61010101,Oct-18,Actuals,Recurring,Product Orange,Low Pot,2317
61010101,Nov-18,Actuals,Recurring,Service Licenses,Low Pot,642
61010101,Nov-18,Actuals,Recurring,Service Products,Low Pot,870
61010101,Nov-18,Actuals,Recurring,Product Green,Low Pot,263
61010101,Nov-18,Actuals,Recurring,Service Products,Low Pot,6
61010101,Nov-18,Actuals,Recurring,Product Orange,Low Pot,2603
61010101,Dec-18,Actuals,Recurring,Service Licenses,Low Pot,825
61010101,Dec-18,Actuals,Recurring,Service Products,Low Pot,1164
61010101,Dec-18,Actuals,Recurring,Product Green,Low Pot,285
61010101,Dec-18,Actuals,Recurring,Service Products,Low Pot,10
61010101,Dec-18,Actuals,Recurring,Product Orange,Low Pot,1120
61010101,Jan-19,Actuals,Recurring,Service Licenses,Low Pot,936
61010101,Jan-19,Actuals,Recurring,Service Products,Low Pot,767
61010101,Jan-19,Actuals,Recurring,Product Green,Low Pot,285
61010101,Jan-19,Actuals,Recurring,Service Products,Low Pot,10
61010101,Jan-19,Actuals,Recurring,Product Orange,Low Pot,998
76363102,Jul-17,Actuals,Recurring,Service Licenses,Low Pot,530
76363102,Jul-17,Actuals,Recurring,Service Products,Low Pot,2863
76363102,Jul-17,Actuals,Recurring,Service Products,Low Pot,303
76363102,Jul-17,Actuals,Recurring,Product Orange,Low Pot,233
76363102,Aug-17,Actuals,Recurring,Service Licenses,Low Pot,530
76363102,Aug-17,Actuals,Recurring,Service Products,Low Pot,2913
76363102,Aug-17,Actuals,Recurring,Service Products,Low Pot,303
76363102,Aug-17,Actuals,Recurring,Product Orange,Low Pot,236
76363102,Sep-17,Actuals,Recurring,Service Licenses,Low Pot,513
76363102,Sep-17,Actuals,Recurring,Service Products,Low Pot,1331
76363102,Sep-17,Actuals,Recurring,Service Products,Low Pot,293
76363102,Sep-17,Actuals,Recurring,Product Orange,Low Pot,227
76363102,Oct-17,Actuals,Recurring,Service Licenses,Low Pot,530
76363102,Oct-17,Actuals,Recurring,Service Products,Low Pot,1395
76363102,Oct-17,Actuals,Recurring,Service Products,Low Pot,303
76363102,Oct-17,Actuals,Recurring,Product Orange,Low Pot,234
76363102,Nov-17,Actuals,Recurring,Service Licenses,Low Pot,513
76363102,Nov-17,Actuals,Recurring,Service Products,Low Pot,3430
76363102,Nov-17,Actuals,Recurring,Service Products,Low Pot,293
76363102,Nov-17,Actuals,Recurring,Product Orange,Low Pot,225
76363102,Dec-17,Actuals,Recurring,Service Licenses,Low Pot,542
76363102,Dec-17,Actuals,Recurring,Service Products,Low Pot,3531
76363102,Dec-17,Actuals,Recurring,Service Products,Low Pot,302
76363102,Dec-17,Actuals,Recurring,Product Orange,Low Pot,233
76363102,Jan-18,Actuals,Recurring,Service Licenses,Low Pot,540
76363102,Jan-18,Actuals,Recurring,Service Products,Low Pot,3345
76363102,Jan-18,Actuals,Recurring,Service Products,Low Pot,302
76363102,Jan-18,Actuals,Recurring,Product Orange,Low Pot,231
76363102,Feb-18,Actuals,Recurring,Service Licenses,Low Pot,492
76363102,Feb-18,Actuals,Recurring,Service Products,Low Pot,3006
76363102,Feb-18,Actuals,Recurring,Product Green,Low Pot,15
76363102,Feb-18,Actuals,Recurring,Service Products,Low Pot,273
76363102,Feb-18,Actuals,Recurring,Product Orange,Low Pot,244
76363102,Mar-18,Actuals,Recurring,Service Licenses,Low Pot,546
76363102,Mar-18,Actuals,Recurring,Service Products,Low Pot,3229
76363102,Mar-18,Actuals,Recurring,Product Green,Low Pot,47
76363102,Mar-18,Actuals,Recurring,Service Products,Low Pot,303
76363102,Mar-18,Actuals,Recurring,Product Orange,Low Pot,310
76363102,Apr-18,Actuals,Recurring,Service Licenses,Low Pot,527
76363102,Apr-18,Actuals,Recurring,Service Products,Low Pot,3168
76363102,Apr-18,Actuals,Recurring,Product Green,Low Pot,65
76363102,Apr-18,Actuals,Recurring,Service Products,Low Pot,292
76363102,Apr-18,Actuals,Recurring,Product Orange,Low Pot,327
76363102,May-18,Actuals,Recurring,Service Licenses,Low Pot,542
76363102,May-18,Actuals,Recurring,Service Products,Low Pot,3344
76363102,May-18,Actuals,Recurring,Product Green,Low Pot,93
76363102,May-18,Actuals,Recurring,Service Products,Low Pot,303
76363102,May-18,Actuals,Recurring,Product Orange,Low Pot,380
76363102,Jun-18,Actuals,Recurring,Service Licenses,Low Pot,523
76363102,Jun-18,Actuals,Recurring,Service Products,Low Pot,3370
76363102,Jun-18,Actuals,Recurring,Product Green,Low Pot,201
76363102,Jun-18,Actuals,Recurring,Service Products,Low Pot,293
76363102,Jun-18,Actuals,Recurring,Product Orange,Low Pot,373
76363102,Jul-18,Actuals,Recurring,Service Licenses,Low Pot,556
76363102,Jul-18,Actuals,Recurring,Service Products,Low Pot,3360
76363102,Jul-18,Actuals,Recurring,Product Green,Low Pot,212
76363102,Jul-18,Actuals,Recurring,Service Products,Low Pot,303
76363102,Jul-18,Actuals,Recurring,Product Orange,Low Pot,385
76363102,Aug-18,Actuals,Recurring,Service Licenses,Low Pot,535
76363102,Aug-18,Actuals,Recurring,Service Products,Low Pot,4066
76363102,Aug-18,Actuals,Recurring,Product Green,Low Pot,217
76363102,Aug-18,Actuals,Recurring,Service Products,Low Pot,303
76363102,Aug-18,Actuals,Recurring,Product Orange,Low Pot,386
76363102,Sep-18,Actuals,Recurring,Service Licenses,Low Pot,520
76363102,Sep-18,Actuals,Recurring,Service Products,Low Pot,4706
76363102,Sep-18,Actuals,Recurring,Product Green,Low Pot,370
76363102,Sep-18,Actuals,Recurring,Service Products,Low Pot,293
76363102,Sep-18,Actuals,Recurring,Product Orange,Low Pot,374
76363102,Oct-18,Actuals,Recurring,Service Licenses,Low Pot,539
76363102,Oct-18,Actuals,Recurring,Service Products,Low Pot,4481
76363102,Oct-18,Actuals,Recurring,Product Green,Low Pot,423
76363102,Oct-18,Actuals,Recurring,Service Products,Low Pot,302
76363102,Oct-18,Actuals,Recurring,Product Orange,Low Pot,385
76363102,Nov-18,Actuals,Recurring,Service Licenses,Low Pot,521
76363102,Nov-18,Actuals,Recurring,Service Products,Low Pot,4723
76363102,Nov-18,Actuals,Recurring,Product Green,Low Pot,425
76363102,Nov-18,Actuals,Recurring,Service Products,Low Pot,293
76363102,Nov-18,Actuals,Recurring,Product Orange,Low Pot,373
76363102,Dec-18,Actuals,Recurring,Service Licenses,Low Pot,537
76363102,Dec-18,Actuals,Recurring,Service Products,Low Pot,4618
76363102,Dec-18,Actuals,Recurring,Product Green,Low Pot,532
76363102,Dec-18,Actuals,Recurring,Service Products,Low Pot,303
76363102,Dec-18,Actuals,Recurring,Product Orange,Low Pot,386
76363102,Jan-19,Actuals,Recurring,Service Licenses,Low Pot,539
76363102,Jan-19,Actuals,Recurring,Service Products,Low Pot,4713
76363102,Jan-19,Actuals,Recurring,Product Green,Low Pot,549
76363102,Jan-19,Actuals,Recurring,Service Products,Low Pot,303
76363102,Jan-19,Actuals,Recurring,Product Orange,Low Pot,386
63232104,Jul-17,Actuals,Recurring,Service Licenses,Low Pot,1613
63232104,Jul-17,Actuals,Recurring,Service Products,Low Pot,6262
63232104,Jul-17,Actuals,Recurring,Product Green,Low Pot,96
63232104,Jul-17,Actuals,Recurring,Support Blue,Low Pot,4425
63232104,Jul-17,Actuals,Recurring,Service Licenses,Low Pot,1
63232104,Jul-17,Actuals,Recurring,Service Products,Low Pot,863
63232104,Jul-17,Actuals,Recurring,Product Orange,Low Pot,1752
63232104,Aug-17,Actuals,Recurring,Service Licenses,Low Pot,1643
63232104,Aug-17,Actuals,Recurring,Service Products,Low Pot,7162
63232104,Aug-17,Actuals,Recurring,Product Green,Low Pot,119
63232104,Aug-17,Actuals,Recurring,Support Blue,Low Pot,1147
63232104,Aug-17,Actuals,Recurring,Service Licenses,Low Pot,1
63232104,Aug-17,Actuals,Recurring,Service Products,Low Pot,835
63232104,Aug-17,Actuals,Recurring,Product Orange,Low Pot,2063
63232104,Sep-17,Actuals,Recurring,Service Licenses,Low Pot,1860
63232104,Sep-17,Actuals,Recurring,Service Products,Low Pot,8193
63232104,Sep-17,Actuals,Recurring,Product Green,Low Pot,119
63232104,Sep-17,Actuals,Recurring,Support Blue,Low Pot,66
63232104,Sep-17,Actuals,Recurring,Service Licenses,Low Pot,1
63232104,Sep-17,Actuals,Recurring,Service Products,Low Pot,864
63232104,Sep-17,Actuals,Recurring,Product Orange,Low Pot,1897
63232104,Oct-17,Actuals,Recurring,Service Licenses,Low Pot,2245
63232104,Oct-17,Actuals,Recurring,Service Products,Low Pot,9415
63232104,Oct-17,Actuals,Recurring,Product Green,Low Pot,188
63232104,Oct-17,Actuals,Recurring,Support Blue,Low Pot,35
63232104,Oct-17,Actuals,Recurring,Service Licenses,Low Pot,1
63232104,Oct-17,Actuals,Recurring,Service Products,Low Pot,866
63232104,Oct-17,Actuals,Recurring,Product Orange,Low Pot,2215
63232104,Nov-17,Actuals,Recurring,Service Licenses,Low Pot,2067
63232104,Nov-17,Actuals,Recurring,Service Products,Low Pot,9773
63232104,Nov-17,Actuals,Recurring,Product Green,Low Pot,315
63232104,Nov-17,Actuals,Recurring,Support Blue,Low Pot,42
63232104,Nov-17,Actuals,Recurring,Service Products,Low Pot,910
63232104,Nov-17,Actuals,Recurring,Product Orange,Low Pot,1951
63232104,Dec-17,Actuals,Recurring,Service Licenses,Low Pot,2153
63232104,Dec-17,Actuals,Recurring,Service Products,Low Pot,10980
63232104,Dec-17,Actuals,Recurring,Product Green,Low Pot,474
63232104,Dec-17,Actuals,Recurring,Support Blue,Low Pot,42
63232104,Dec-17,Actuals,Recurring,Service Products,Low Pot,991
63232104,Dec-17,Actuals,Recurring,Product Orange,Low Pot,2573
63232104,Jan-18,Actuals,Recurring,Service Licenses,Low Pot,2266
63232104,Jan-18,Actuals,Recurring,Service Products,Low Pot,11886
63232104,Jan-18,Actuals,Recurring,Product Green,Low Pot,478
63232104,Jan-18,Actuals,Recurring,Support Blue,Low Pot,41
63232104,Jan-18,Actuals,Recurring,Service Licenses,Low Pot,1
63232104,Jan-18,Actuals,Recurring,Service Products,Low Pot,931
63232104,Jan-18,Actuals,Recurring,Product Orange,Low Pot,2644
63232104,Feb-18,Actuals,Recurring,Service Licenses,Low Pot,2288
63232104,Feb-18,Actuals,Recurring,Service Products,Low Pot,11097
63232104,Feb-18,Actuals,Recurring,Product Green,Low Pot,485
63232104,Feb-18,Actuals,Recurring,Support Blue,Low Pot,35
63232104,Feb-18,Actuals,Recurring,Service Products,Low Pot,742
63232104,Feb-18,Actuals,Recurring,Product Orange,Low Pot,2521
63232104,Mar-18,Actuals,Recurring,Service Licenses,Low Pot,2414
63232104,Mar-18,Actuals,Recurring,Service Products,Low Pot,11869
63232104,Mar-18,Actuals,Recurring,Product Green,Low Pot,501
63232104,Mar-18,Actuals,Recurring,Support Blue,Low Pot,44
63232104,Mar-18,Actuals,Recurring,Service Products,Low Pot,827
63232104,Mar-18,Actuals,Recurring,Product Orange,Low Pot,2655
63232104,Apr-18,Actuals,Recurring,Service Licenses,Low Pot,2376
63232104,Apr-18,Actuals,Recurring,Service Products,Low Pot,12089
63232104,Apr-18,Actuals,Recurring,Product Green,Low Pot,491
63232104,Apr-18,Actuals,Recurring,Support Blue,Low Pot,42
63232104,Apr-18,Actuals,Recurring,Service Products,Low Pot,850
63232104,Apr-18,Actuals,Recurring,Product Orange,Low Pot,2644
63232104,May-18,Actuals,Recurring,Service Licenses,Low Pot,2409
63232104,May-18,Actuals,Recurring,Service Products,Low Pot,12122
63232104,May-18,Actuals,Recurring,Product Green,Low Pot,504
63232104,May-18,Actuals,Recurring,Support Blue,Low Pot,44
63232104,May-18,Actuals,Recurring,Service Licenses,Low Pot,1
63232104,May-18,Actuals,Recurring,Service Products,Low Pot,874
63232104,May-18,Actuals,Recurring,Product Orange,Low Pot,2416
63232104,Jun-18,Actuals,Recurring,Service Licenses,Low Pot,2308
63232104,Jun-18,Actuals,Recurring,Service Products,Low Pot,11347
63232104,Jun-18,Actuals,Recurring,Product Green,Low Pot,509
63232104,Jun-18,Actuals,Recurring,Support Blue,Low Pot,43
63232104,Jun-18,Actuals,Recurring,Service Licenses,Low Pot,1
63232104,Jun-18,Actuals,Recurring,Service Products,Low Pot,874
63232104,Jun-18,Actuals,Recurring,Product Orange,Low Pot,2400
63232104,Jul-18,Actuals,Recurring,Service Licenses,Low Pot,2578
63232104,Jul-18,Actuals,Recurring,Service Products,Low Pot,12487
63232104,Jul-18,Actuals,Recurring,Product Green,Low Pot,518
63232104,Jul-18,Actuals,Recurring,Support Blue,Low Pot,50
63232104,Jul-18,Actuals,Recurring,Service Licenses,Low Pot,1
63232104,Jul-18,Actuals,Recurring,Service Products,Low Pot,1014
63232104,Jul-18,Actuals,Recurring,Product Orange,Low Pot,2852
63232104,Aug-18,Actuals,Recurring,Service Licenses,Low Pot,2541
63232104,Aug-18,Actuals,Recurring,Service Products,Low Pot,13177
63232104,Aug-18,Actuals,Recurring,Product Green,Low Pot,531
63232104,Aug-18,Actuals,Recurring,Support Blue,Low Pot,39
63232104,Aug-18,Actuals,Recurring,Service Products,Low Pot,1046
63232104,Aug-18,Actuals,Recurring,Product Orange,Low Pot,4186
63232104,Sep-18,Actuals,Recurring,Service Licenses,Low Pot,2277
63232104,Sep-18,Actuals,Recurring,Service Products,Low Pot,13741
63232104,Sep-18,Actuals,Recurring,Product Green,Low Pot,540
63232104,Sep-18,Actuals,Recurring,Support Blue,Low Pot,33
63232104,Sep-18,Actuals,Recurring,Service Products,Low Pot,1122
63232104,Sep-18,Actuals,Recurring,Product Orange,Low Pot,4745
63232104,Oct-18,Actuals,Recurring,Service Licenses,Low Pot,2426
63232104,Oct-18,Actuals,Recurring,Service Products,Low Pot,15493
63232104,Oct-18,Actuals,Recurring,Product Green,Low Pot,569
63232104,Oct-18,Actuals,Recurring,Support Blue,Low Pot,29
63232104,Oct-18,Actuals,Recurring,Service Licenses,Low Pot,1
63232104,Oct-18,Actuals,Recurring,Service Products,Low Pot,1406
63232104,Oct-18,Actuals,Recurring,Product Orange,Low Pot,5460
63232104,Nov-18,Actuals,Recurring,Service Licenses,Low Pot,2399
63232104,Nov-18,Actuals,Recurring,Service Products,Low Pot,17401
